0.0000 -18.1647 81.6236 -130.0891
-1.1303 -5.7427 42.5968 -171.9237
-1.4505 -2.3810 -8.9803 37.2491
-1.7412 -3.0596 2.1945 3.1421
-2.0221 -2.5264 3.1371 -3.0615
-2.2464 -1.9908 2.2187 -0.1583
-2.4235 -1.5519 2.1712 8.3568
-2.5486 -0.8669 4.6782 -16.5497
-2.6050 -0.4278 -0.2867 6.8058
-2.6439 -0.2809 1.7550 -2.3354
-2.6568 0.0000 1.0544 0.5536
-2.6457 0.2275 1.2205 -0.0242
-2.6107 0.4709 1.2132 -0.0242
