0.0874 0.0780 -0.2221 0.1254
0.0949 -0.0100 -0.1273 0.1838
0.0872 -0.0392 0.0120 -0.1081
0.0763 -0.0538 -0.0699 0.1447
0.0606 -0.0614 0.0397 -0.0578
0.0467 -0.0524 -0.0041 0.0528
0.0341 -0.0444 0.0359 -0.1128
0.0233 -0.0478 -0.0496 0.1756
0.0109 -0.0393 0.0835 -0.0687
0.0052 -0.0102 0.0314 -0.0451
0.0039 -0.0030 -0.0028 0.0087
0.0031 -0.0027 0.0038 -0.0059
0.0026 -0.0020 -0.0007 -0.0251
0.0016 -0.0071 -0.0197 0.0890
0.0 0.0 0.0 0.0
